age,gender,education,income,experience,home_ownership,loan_amount,loan_intent,loan_int_rate,loan_percent_income,credit_score,pending_loan,loan_status
25,male,Bachelor,63361,2,RENT,24000,PERSONAL,10.74,0.38,592,No,1
24,female,Bachelor,57356,3,RENT,24000,PERSONAL,17.8,0.42,672,No,1
22,female,High School,59680,0,RENT,24000,MEDICAL,17.56,0.4,590,No,1
26,female,Master,72720,2,RENT,24000,PERSONAL,7.9,0.33,636,No,1
25,female,High School,73024,5,RENT,24000,PERSONAL,10.99,0.33,580,No,1
22,male,Bachelor,73110,0,RENT,24000,PERSONAL,7.29,0.33,674,No,1
21,female,Associate,72902,0,RENT,24000,MEDICAL,10.75,0.33,601,No,1
26,female,High School,75416,4,RENT,24000,DEBTCONSOLIDATION,7.9,0.32,620,No,1
22,male,Master,75959,0,RENT,24000,EDUCATION,14.84,0.32,642,No,1
26,male,Associate,79222,7,RENT,24000,DEBTCONSOLIDATION,11.01,0.3,616,No,1
23,male,High School,71875,1,RENT,24000,DEBTCONSOLIDATION,19.69,0.33,585,No,1
23,male,Bachelor,80313,1,RENT,24000,VENTURE,11.01,0.3,632,No,1
24,male,High School,72647,5,RENT,24000,VENTURE,14.96,0.33,556,No,1
25,male,Bachelor,80492,4,RENT,24000,EDUCATION,6.99,0.3,602,No,1
22,male,High School,75646,0,RENT,24000,PERSONAL,16.45,0.32,639,No,1
24,male,Associate,85223,3,RENT,24000,EDUCATION,10.99,0.28,603,No,1
23,male,Associate,89735,2,RENT,24000,DEBTCONSOLIDATION,10.99,0.27,689,No,1
22,female,Master,90780,2,RENT,24000,EDUCATION,12.69,0.26,499,No,1
24,male,Bachelor,90889,1,RENT,24000,MEDICAL,10.37,0.26,643,No,1
24,male,Bachelor,90911,2,RENT,24000,HOMEIMPROVEMENT,11.01,0.26,589,No,1
26,male,Master,83953,2,RENT,24000,DEBTCONSOLIDATION,15.83,0.29,646,No,1
23,male,Associate,94644,1,RENT,24000,PERSONAL,13.92,0.25,613,No,1
24,female,Bachelor,96989,4,RENT,24000,MEDICAL,10.25,0.25,603,No,0
23,female,Bachelor,90900,0,RENT,24000,PERSONAL,12.92,0.26,672,No,1
26,female,Master,107641,6,RENT,24000,PERSONAL,11.58,0.22,648,No,0
25,male,High School,114870,4,RENT,24000,EDUCATION,8.9,0.21,653,No,0
22,male,Bachelor,100479,0,RENT,24000,DEBTCONSOLIDATION,19.69,0.24,590,No,1
25,female,Master,114958,2,RENT,24000,VENTURE,6.54,0.21,704,Yes,0
26,female,High School,120498,5,RENT,24000,PERSONAL,12.73,0.2,626,No,0
24,female,Master,132873,2,RENT,24000,VENTURE,15.62,0.18,701,Yes,0
22,female,Associate,118299,0,RENT,24000,DEBTCONSOLIDATION,11.01,0.2,503,No,1
26,female,Associate,125665,5,RENT,24000,DEBTCONSOLIDATION,20,0.19,657,No,1
22,female,High School,144904,0,RENT,24000,EDUCATION,9.91,0.17,638,No,0
24,female,Bachelor,144882,2,RENT,24000,VENTURE,12.69,0.17,646,Yes,0
26,male,Associate,130649,4,RENT,24000,EDUCATION,20,0.18,678,No,1
24,male,Master,149622,4,RENT,24000,PERSONAL,16.49,0.16,684,Yes,0
24,male,Master,157225,1,RENT,24000,DEBTCONSOLIDATION,11.49,0.15,538,Yes,0
25,female,Bachelor,163004,3,RENT,24000,PERSONAL,10.99,0.15,662,No,0
24,male,High School,163035,2,RENT,24000,HOMEIMPROVEMENT,13.79,0.15,636,Yes,0
23,male,Master,138731,0,RENT,24000,MEDICAL,20,0.17,613,No,1
23,female,Associate,180804,1,RENT,24000,EDUCATION,7.49,0.13,573,Yes,0
23,male,Master,166378,0,RENT,24000,DEBTCONSOLIDATION,16,0.14,714,No,1
24,male,Associate,22684,0,OWN,13000,PERSONAL,7.88,0.57,640,No,1
26,female,High School,187161,7,RENT,24000,DEBTCONSOLIDATION,10.99,0.13,633,Yes,0
26,male,Bachelor,178439,0,RENT,24000,EDUCATION,18.3,0.13,615,No,1
26,male,Bachelor,204962,2,RENT,24000,DEBTCONSOLIDATION,11.01,0.12,552,Yes,0
24,male,Associate,53633,4,RENT,23975,HOMEIMPROVEMENT,11.01,0.45,678,No,1
23,female,Master,144983,2,RENT,23750,MEDICAL,13.47,0.16,676,No,0
24,female,High School,67032,2,RENT,23600,PERSONAL,11.89,0.35,624,No,1
24,male,High School,22664,0,MORTGAGE,10000,DEBTCONSOLIDATION,12.18,0.44,649,No,1
25,male,High School,123299,0,RENT,23600,DEBTCONSOLIDATION,13.49,0.19,555,Yes,0
23,female,Associate,91275,0,RENT,23575,PERSONAL,14.5,0.26,613,No,1
22,male,Bachelor,81701,1,RENT,23400,VENTURE,7.49,0.29,589,No,1
22,male,High School,52984,0,RENT,23000,PERSONAL,11.01,0.43,621,No,1
25,female,Master,68579,1,RENT,23000,EDUCATION,11.01,0.34,665,No,1
23,female,Bachelor,73014,0,RENT,23000,VENTURE,12.18,0.32,668,No,1
25,female,High School,76932,2,RENT,23000,EDUCATION,9.91,0.3,604,No,1
24,male,High School,78955,1,RENT,23000,HOMEIMPROVEMENT,11.99,0.29,620,No,1
23,male,Master,82567,0,RENT,23000,EDUCATION,9.62,0.28,558,No,1
25,male,Bachelor,97251,2,RENT,23000,VENTURE,11.01,0.24,683,Yes,0
24,male,Associate,106607,1,RENT,23000,VENTURE,14.54,0.22,641,No,1
22,male,Bachelor,71385,0,RENT,22750,MEDICAL,11.36,0.32,521,No,1
23,female,Bachelor,84865,3,RENT,22500,DEBTCONSOLIDATION,14.27,0.27,655,No,1
26,female,Bachelor,84801,4,RENT,22500,EDUCATION,18.99,0.27,605,No,1
24,male,Bachelor,88421,4,RENT,22400,VENTURE,16.7,0.25,708,No,1
23,male,Bachelor,43042,1,RENT,22250,DEBTCONSOLIDATION,12.69,0.52,678,No,1
25,female,High School,53119,1,RENT,22000,HOMEIMPROVEMENT,13.11,0.41,597,No,1
25,male,Bachelor,63311,1,RENT,22000,PERSONAL,10.74,0.35,689,No,1
22,female,High School,69308,1,RENT,22000,EDUCATION,9.63,0.32,591,No,1
25,female,High School,70598,5,RENT,22000,MEDICAL,14.65,0.31,616,No,1
23,female,High School,73044,0,RENT,22000,DEBTCONSOLIDATION,10.25,0.3,640,No,1
24,male,Bachelor,73043,0,RENT,22000,VENTURE,14.26,0.3,593,No,1
26,male,Bachelor,68198,4,RENT,22000,MEDICAL,17.19,0.32,645,No,1
22,female,High School,85089,0,RENT,22000,EDUCATION,11.36,0.26,537,No,1
22,female,Bachelor,80358,0,RENT,22000,EDUCATION,11.01,0.27,635,No,1
23,female,Bachelor,90025,0,RENT,22000,DEBTCONSOLIDATION,10.59,0.24,640,Yes,0
24,female,Master,93232,2,RENT,22000,EDUCATION,9.25,0.24,625,No,0
26,male,Associate,93314,8,RENT,22000,VENTURE,6.54,0.24,643,No,0
24,male,Bachelor,97038,0,RENT,22000,MEDICAL,11.01,0.23,653,Yes,0
26,female,Associate,100246,1,RENT,22000,VENTURE,12.69,0.22,623,Yes,0
23,male,High School,101575,1,RENT,22000,DEBTCONSOLIDATION,11.71,0.22,586,No,0
25,female,Master,94168,3,RENT,22000,PERSONAL,11.48,0.23,719,No,1
25,male,Master,99394,1,RENT,22000,EDUCATION,17.51,0.22,646,No,1
23,male,Bachelor,120500,3,RENT,22000,DEBTCONSOLIDATION,7.88,0.18,646,No,0
23,female,Bachelor,133195,1,RENT,22000,PERSONAL,11.01,0.17,643,Yes,0
25,male,Bachelor,69353,1,RENT,21700,PERSONAL,11.99,0.31,664,No,1
24,male,High School,65946,0,RENT,21600,VENTURE,13.49,0.33,605,No,1
23,female,High School,68677,0,RENT,21600,MEDICAL,20,0.31,646,No,1
26,female,Associate,76687,3,RENT,21600,DEBTCONSOLIDATION,14.35,0.28,655,No,1
22,female,Bachelor,99087,0,RENT,21600,PERSONAL,13.61,0.22,597,No,0
22,male,High School,94523,0,RENT,21600,DEBTCONSOLIDATION,11.26,0.23,679,No,1
24,female,Bachelor,135365,1,RENT,21600,MEDICAL,7.9,0.16,556,No,0
24,female,Associate,71718,2,RENT,21500,MEDICAL,16.89,0.3,620,No,1
24,female,Master,84999,0,RENT,21500,HOMEIMPROVEMENT,9.99,0.25,701,No,1
24,female,High School,140396,4,RENT,21500,EDUCATION,15.33,0.15,572,Yes,0
25,male,High School,73404,4,RENT,21450,EDUCATION,7.29,0.29,671,No,1
22,male,High School,38473,0,RENT,21250,DEBTCONSOLIDATION,12.42,0.55,599,No,1
25,male,Associate,57546,3,RENT,21250,VENTURE,10.99,0.37,610,No,1
25,male,Bachelor,62422,4,RENT,21250,VENTURE,6.91,0.34,588,No,1
22,male,High School,64732,0,RENT,21250,MEDICAL,10.25,0.33,645,No,1
24,male,Bachelor,68154,2,RENT,21250,VENTURE,15.95,0.31,672,No,1
24,female,Associate,79138,2,RENT,21250,EDUCATION,15.95,0.27,650,No,1
21,male,High School,42536,0,RENT,21000,VENTURE,12.53,0.49,687,No,1
26,female,Bachelor,48929,6,RENT,21000,MEDICAL,6.54,0.43,601,No,1
26,male,Bachelor,51379,5,RENT,21000,MEDICAL,17.26,0.41,666,No,1
23,male,High School,76364,0,RENT,21000,MEDICAL,11.36,0.27,645,No,1
22,female,Bachelor,71599,0,RENT,21000,PERSONAL,10.71,0.29,644,No,1
22,male,Associate,85496,1,RENT,21000,PERSONAL,13.98,0.25,614,Yes,0
26,female,Associate,79163,3,RENT,21000,DEBTCONSOLIDATION,14.09,0.27,627,No,1
22,male,Master,90944,0,RENT,21000,EDUCATION,10,0.23,523,Yes,0
25,female,High School,75181,4,RENT,21000,MEDICAL,16.32,0.28,546,No,1
24,female,Associate,95767,2,RENT,21000,HOMEIMPROVEMENT,7.9,0.22,640,No,0
23,female,Master,96788,1,RENT,21000,MEDICAL,11.99,0.22,648,Yes,0
24,male,High School,101708,2,RENT,21000,MEDICAL,10.75,0.21,593,No,0
26,male,Associate,103023,4,RENT,21000,HOMEIMPROVEMENT,13.92,0.2,658,Yes,0
22,male,Bachelor,113027,2,RENT,21000,EDUCATION,9.91,0.19,701,No,0
26,female,Bachelor,98366,4,RENT,21000,EDUCATION,16.95,0.21,702,No,1
26,male,Associate,117668,0,RENT,21000,EDUCATION,7.9,0.18,711,Yes,0
26,male,Bachelor,117297,4,RENT,21000,EDUCATION,11.01,0.18,570,Yes,0
25,female,Associate,120885,4,RENT,21000,PERSONAL,16.49,0.17,637,No,1
26,male,Associate,150692,7,RENT,21000,HOMEIMPROVEMENT,8.9,0.14,534,No,0
25,female,High School,151100,2,RENT,21000,EDUCATION,12.99,0.14,577,Yes,0
23,male,Bachelor,99197,1,RENT,20900,PERSONAL,12.69,0.21,638,No,0
21,female,Associate,24468,0,MORTGAGE,15000,EDUCATION,9.64,0.61,548,No,1
26,female,High School,61015,2,RENT,20500,VENTURE,7.49,0.34,676,No,1
23,male,Associate,84845,0,RENT,20500,EDUCATION,13.16,0.24,641,No,0
24,female,High School,97140,2,RENT,20400,EDUCATION,10.25,0.21,805,Yes,0
23,male,Bachelor,65613,0,RENT,20375,PERSONAL,7.49,0.31,518,No,1
26,male,High School,32325,4,RENT,20050,EDUCATION,9.76,0.62,652,No,1
24,female,Associate,40881,0,RENT,20000,DEBTCONSOLIDATION,10.99,0.49,600,No,1
24,male,Master,43287,0,RENT,20000,MEDICAL,12.53,0.46,600,No,1
25,male,Bachelor,46375,2,RENT,20000,MEDICAL,14.59,0.43,654,No,1
23,female,High School,39416,0,RENT,20000,DEBTCONSOLIDATION,12.61,0.51,593,No,1
25,male,Associate,46636,2,RENT,20000,MEDICAL,13.11,0.43,614,No,1
25,male,Bachelor,47473,3,RENT,20000,PERSONAL,11.22,0.42,633,No,1
23,female,High School,40632,0,RENT,20000,EDUCATION,16,0.49,649,No,1
25,female,Associate,41468,2,RENT,20000,HOMEIMPROVEMENT,8.88,0.48,591,No,1
24,male,High School,48897,2,RENT,20000,PERSONAL,12.53,0.41,656,No,1
21,male,Bachelor,44226,0,RENT,20000,MEDICAL,11.01,0.45,637,No,1
25,male,Associate,51210,4,RENT,20000,EDUCATION,13.47,0.39,645,No,1
22,male,High School,51305,1,RENT,20000,VENTURE,6.99,0.39,602,No,1
22,male,High School,45716,0,RENT,20000,DEBTCONSOLIDATION,16.69,0.44,447,No,1
25,male,Bachelor,46683,3,RENT,20000,MEDICAL,11.11,0.43,636,No,1
22,female,Associate,54870,0,RENT,20000,EDUCATION,7.9,0.36,631,No,1
23,male,Associate,55291,3,RENT,20000,PERSONAL,10.25,0.36,632,No,1
24,female,High School,54919,4,RENT,20000,MEDICAL,11.01,0.36,670,No,1
22,male,High School,54899,0,RENT,20000,DEBTCONSOLIDATION,13.92,0.36,650,No,1
24,male,Associate,47903,0,RENT,20000,MEDICAL,14.74,0.42,665,No,1
24,male,Associate,56744,0,RENT,20000,EDUCATION,10.62,0.35,582,No,1
22,male,Associate,58440,0,RENT,20000,VENTURE,10.65,0.34,656,No,1
22,female,Associate,51628,0,RENT,20000,PERSONAL,12.99,0.39,635,No,1
22,male,High School,58859,1,RENT,20000,VENTURE,11.36,0.34,672,No,1
23,female,Master,60235,4,RENT,20000,EDUCATION,6.54,0.33,615,No,1
25,female,Bachelor,61114,1,RENT,20000,DEBTCONSOLIDATION,7.49,0.33,639,No,1
25,female,Bachelor,60990,1,RENT,20000,EDUCATION,13.43,0.33,691,No,1
22,female,Bachelor,61072,0,RENT,20000,DEBTCONSOLIDATION,13.22,0.33,681,No,1
22,female,Associate,53980,0,RENT,20000,EDUCATION,15.68,0.37,688,No,1
24,male,Bachelor,61918,2,RENT,20000,MEDICAL,11.01,0.32,672,No,1
25,female,Bachelor,62299,3,RENT,20000,HOMEIMPROVEMENT,11.48,0.32,680,No,1
24,male,Master,62192,3,RENT,20000,VENTURE,10.38,0.32,640,No,1
22,male,Bachelor,62045,0,RENT,20000,EDUCATION,12.53,0.32,629,No,1
22,male,Bachelor,62350,1,RENT,20000,EDUCATION,13.47,0.32,677,No,1
24,female,Associate,62508,0,RENT,20000,VENTURE,12.21,0.32,571,No,1
25,male,High School,63607,2,RENT,20000,VENTURE,10.99,0.31,647,No,1
25,male,Associate,63921,3,RENT,20000,EDUCATION,11.36,0.31,568,No,1
22,male,Bachelor,56273,0,RENT,20000,DEBTCONSOLIDATION,16,0.36,700,No,1
24,male,High School,63481,3,RENT,20000,EDUCATION,15.65,0.32,633,No,1
25,male,High School,56451,0,RENT,20000,DEBTCONSOLIDATION,11.78,0.35,646,No,1
24,female,Associate,63897,0,RENT,20000,HOMEIMPROVEMENT,11.01,0.31,614,No,1
22,female,High School,57193,0,RENT,20000,MEDICAL,16.77,0.35,532,No,1
22,male,Associate,65874,0,RENT,20000,EDUCATION,9.91,0.3,617,No,1
23,female,Associate,58705,3,RENT,20000,MEDICAL,15.65,0.34,603,No,1
23,male,High School,58236,2,RENT,20000,MEDICAL,14.96,0.34,588,No,1
23,male,Associate,65738,0,RENT,20000,VENTURE,11.83,0.3,668,No,1
24,male,High School,59765,2,RENT,20000,MEDICAL,11.66,0.33,643,No,1
26,male,High School,67019,2,RENT,20000,EDUCATION,12.18,0.3,639,No,1
24,female,Associate,67265,2,RENT,20000,HOMEIMPROVEMENT,6.91,0.3,525,No,1
25,male,Bachelor,66906,3,RENT,20000,DEBTCONSOLIDATION,6.91,0.3,666,No,1
26,female,Associate,59603,7,RENT,20000,HOMEIMPROVEMENT,19.79,0.34,642,No,1
25,male,High School,67174,2,RENT,20000,VENTURE,9.88,0.3,646,No,1
22,female,Associate,24993,1,MORTGAGE,16600,PERSONAL,9.76,0.66,634,Yes,0
23,male,Associate,66844,0,RENT,20000,DEBTCONSOLIDATION,12.53,0.3,655,No,1
25,female,Associate,67482,6,RENT,20000,VENTURE,11.01,0.3,682,No,1
23,male,Master,69387,2,RENT,20000,EDUCATION,16.89,0.29,600,No,1
22,female,High School,62379,0,RENT,20000,PERSONAL,17.49,0.32,641,No,1
22,female,Associate,70529,1,RENT,20000,DEBTCONSOLIDATION,13.11,0.28,593,No,1
23,female,Associate,71255,2,RENT,20000,DEBTCONSOLIDATION,7.66,0.28,654,No,1
26,male,Master,71761,3,RENT,20000,MEDICAL,6.17,0.28,665,No,1
26,male,Bachelor,64550,8,RENT,20000,PERSONAL,16.35,0.31,649,No,1
23,female,Bachelor,72969,1,RENT,20000,MEDICAL,7.9,0.27,579,No,1
24,female,Bachelor,66060,4,RENT,20000,VENTURE,16.49,0.3,671,No,1
24,female,Master,72762,6,RENT,20000,PERSONAL,10.99,0.27,677,No,1
25,female,Bachelor,65742,1,RENT,20000,PERSONAL,8.88,0.3,592,No,1
24,male,Bachelor,73352,1,RENT,20000,VENTURE,11.01,0.27,583,No,1
23,male,Master,65733,0,RENT,20000,DEBTCONSOLIDATION,14.84,0.3,592,No,1
23,male,Associate,65802,3,RENT,20000,PERSONAL,11.12,0.3,628,No,1
22,male,Bachelor,72562,1,RENT,20000,EDUCATION,7.88,0.28,567,No,1
25,female,Associate,73028,1,RENT,20000,EDUCATION,11.01,0.27,654,No,1
25,male,Bachelor,73266,1,RENT,20000,EDUCATION,11.01,0.27,658,No,1
25,male,High School,65555,1,RENT,20000,PERSONAL,15.65,0.31,667,No,1
24,female,High School,65678,4,RENT,20000,PERSONAL,17.04,0.3,602,No,1
23,female,Bachelor,73286,3,RENT,20000,EDUCATION,12.21,0.27,687,No,1
25,female,High School,65967,6,RENT,20000,DEBTCONSOLIDATION,14.11,0.3,662,No,1
24,female,High School,73202,1,RENT,20000,PERSONAL,11.14,0.27,536,No,1
24,female,Bachelor,73058,3,RENT,20000,PERSONAL,13.87,0.27,647,No,1
26,male,High School,72650,3,RENT,20000,HOMEIMPROVEMENT,10.08,0.28,606,No,1
23,male,High School,66301,2,RENT,20000,PERSONAL,16.7,0.3,645,No,1
24,male,High School,66951,2,RENT,20000,VENTURE,18.64,0.3,632,No,1
24,female,Bachelor,73899,0,RENT,20000,HOMEIMPROVEMENT,12.18,0.27,634,No,1
25,female,High School,75578,2,RENT,20000,MEDICAL,6.54,0.26,574,No,1
24,male,High School,68349,3,RENT,20000,EDUCATION,14.61,0.29,576,No,1
21,female,Bachelor,68120,0,RENT,20000,VENTURE,17.39,0.29,664,No,1
24,male,High School,75484,2,RENT,20000,HOMEIMPROVEMENT,11.12,0.26,562,No,1
25,female,Bachelor,75802,2,RENT,20000,VENTURE,11.48,0.26,637,No,1
25,female,Master,76733,2,RENT,20000,MEDICAL,12.42,0.26,656,No,1
26,male,Bachelor,70484,4,RENT,20000,DEBTCONSOLIDATION,10.25,0.28,590,No,1
23,female,Bachelor,78886,1,RENT,20000,MEDICAL,10.65,0.25,653,No,1
23,female,Bachelor,79348,0,RENT,20000,MEDICAL,10.37,0.25,703,No,1
23,male,Bachelor,78597,1,RENT,20000,VENTURE,11.49,0.25,596,No,1
24,male,High School,26216,0,OWN,10000,VENTURE,10.59,0.38,586,Yes,0
26,female,Bachelor,71856,6,RENT,20000,PERSONAL,11.01,0.28,610,No,1
23,male,Master,72259,2,RENT,20000,EDUCATION,12.29,0.28,650,No,1
26,male,Associate,79098,2,RENT,20000,DEBTCONSOLIDATION,11.99,0.25,534,No,1
25,female,Associate,71754,4,RENT,20000,PERSONAL,14.84,0.28,540,No,1
23,male,High School,71688,0,RENT,20000,DEBTCONSOLIDATION,10.83,0.28,584,No,1
23,female,Associate,79539,5,RENT,20000,DEBTCONSOLIDATION,13.22,0.25,584,No,1
22,female,High School,81282,1,RENT,20000,EDUCATION,12.18,0.25,639,No,0
23,male,Bachelor,81580,1,RENT,20000,MEDICAL,11.11,0.25,607,Yes,0
24,female,Master,81639,4,RENT,20000,HOMEIMPROVEMENT,13.48,0.24,681,No,0
26,male,High School,82432,6,RENT,20000,EDUCATION,10.75,0.24,710,No,0
25,male,High School,82737,4,RENT,20000,PERSONAL,12.53,0.24,634,Yes,0
24,male,High School,75890,2,RENT,20000,DEBTCONSOLIDATION,14.84,0.26,595,No,1
23,male,Bachelor,84428,1,RENT,20000,VENTURE,17.74,0.24,707,Yes,0
25,male,Bachelor,85061,1,RENT,20000,HOMEIMPROVEMENT,9.99,0.24,627,Yes,0
22,male,Bachelor,84791,0,RENT,20000,PERSONAL,6.91,0.24,592,Yes,0
25,female,Bachelor,77982,6,RENT,20000,HOMEIMPROVEMENT,11.01,0.26,699,No,1
25,male,High School,86325,2,RENT,20000,PERSONAL,14.09,0.23,566,Yes,0
23,female,High School,86183,1,RENT,20000,EDUCATION,14.09,0.23,638,No,0
23,female,Associate,67625,0,RENT,20000,MEDICAL,15.2,0.3,620,No,1
24,male,High School,87261,1,RENT,20000,MEDICAL,11.83,0.23,667,Yes,0
23,male,Associate,80180,0,RENT,20000,VENTURE,14.11,0.25,666,No,1
22,male,High School,80179,0,RENT,20000,DEBTCONSOLIDATION,14.42,0.25,655,No,1
24,male,High School,87458,3,RENT,20000,HOMEIMPROVEMENT,14.74,0.23,604,Yes,0
24,female,Master,89922,0,RENT,20000,HOMEIMPROVEMENT,12.69,0.22,672,Yes,0
25,male,High School,91179,0,RENT,20000,DEBTCONSOLIDATION,11.01,0.22,658,Yes,0
24,female,Associate,91001,0,RENT,20000,HOMEIMPROVEMENT,8.88,0.22,687,No,0
26,female,Bachelor,90978,3,RENT,20000,MEDICAL,6.91,0.22,652,Yes,0
26,female,Bachelor,90805,4,RENT,20000,EDUCATION,11.01,0.22,603,No,0
25,female,Associate,91130,0,RENT,20000,PERSONAL,10.38,0.22,622,Yes,0
22,male,High School,83759,1,RENT,20000,DEBTCONSOLIDATION,10.99,0.24,660,No,1
22,male,Master,91033,1,RENT,20000,VENTURE,11.01,0.22,572,Yes,0
24,male,Bachelor,83573,1,RENT,20000,HOMEIMPROVEMENT,14.82,0.24,693,No,1
23,female,Bachelor,91541,4,RENT,20000,PERSONAL,16.32,0.22,628,No,0
23,female,Associate,72279,2,RENT,20000,MEDICAL,16,0.28,688,No,1
23,male,Associate,92304,0,RENT,20000,MEDICAL,10.37,0.22,635,Yes,0
26,male,Master,85207,2,RENT,20000,DEBTCONSOLIDATION,13.16,0.23,662,No,1
24,female,Associate,85232,5,RENT,20000,VENTURE,14.88,0.23,652,No,1
22,female,Associate,93127,2,RENT,20000,DEBTCONSOLIDATION,13.98,0.21,619,Yes,0
26,male,Master,86320,2,RENT,20000,HOMEIMPROVEMENT,13.36,0.23,655,No,1
26,female,Bachelor,94812,4,RENT,20000,HOMEIMPROVEMENT,13.85,0.21,663,No,0
24,male,Bachelor,94723,2,RENT,20000,VENTURE,11.01,0.21,714,Yes,0
23,female,High School,74473,0,RENT,20000,MEDICAL,11.14,0.27,460,No,1
24,female,Master,87447,6,RENT,20000,DEBTCONSOLIDATION,11.01,0.23,632,No,1
23,female,High School,94310,0,RENT,20000,VENTURE,11.58,0.21,578,No,0
23,male,Master,95354,2,RENT,20000,MEDICAL,13.85,0.21,642,Yes,0
23,male,Master,96236,0,RENT,20000,EDUCATION,16.89,0.21,688,No,0
23,male,Master,96969,2,RENT,20000,MEDICAL,7.9,0.21,696,No,0
22,male,Associate,76808,0,RENT,20000,MEDICAL,14.91,0.26,611,No,1
24,male,High School,97157,0,RENT,20000,VENTURE,13.06,0.21,545,Yes,0
25,male,High School,96773,3,RENT,20000,EDUCATION,8.88,0.21,644,Yes,0
22,female,High School,96673,1,RENT,20000,EDUCATION,13.98,0.21,616,Yes,0
26,male,Bachelor,76420,2,RENT,20000,MEDICAL,13.85,0.26,656,No,1
25,male,High School,89914,7,RENT,20000,PERSONAL,15.95,0.22,477,No,1
25,male,Associate,96778,2,RENT,20000,HOMEIMPROVEMENT,14.26,0.21,664,No,0
23,female,High School,97783,0,RENT,20000,MEDICAL,11.71,0.2,563,Yes,0
22,female,Bachelor,98255,0,RENT,20000,DEBTCONSOLIDATION,13.49,0.2,623,Yes,0
22,female,Bachelor,99459,0,RENT,20000,EDUCATION,11.01,0.2,691,No,0
23,female,Associate,92036,2,RENT,20000,HOMEIMPROVEMENT,15.05,0.22,648,No,1
22,male,Master,93070,0,RENT,20000,EDUCATION,13.79,0.21,662,No,1
24,female,High School,101201,6,RENT,20000,EDUCATION,13.48,0.2,569,No,0
23,male,Master,102232,1,RENT,20000,PERSONAL,11.11,0.2,663,Yes,0
25,female,Bachelor,101849,3,RENT,20000,EDUCATION,13.92,0.2,627,Yes,0
21,male,Bachelor,27041,0,MORTGAGE,10000,DEBTCONSOLIDATION,11.14,0.37,534,Yes,0
24,female,Master,95807,5,RENT,20000,HOMEIMPROVEMENT,14.11,0.21,678,No,1
23,female,Bachelor,103275,0,RENT,20000,MEDICAL,7.49,0.19,597,Yes,0
25,male,High School,103166,3,RENT,20000,DEBTCONSOLIDATION,10.25,0.19,653,Yes,0
26,male,Bachelor,88672,2,RENT,20000,PERSONAL,12.53,0.23,571,No,1
25,female,Associate,102975,0,RENT,20000,HOMEIMPROVEMENT,11.01,0.19,663,No,0
22,female,Associate,105649,1,RENT,20000,DEBTCONSOLIDATION,13.85,0.19,575,Yes,0
22,female,Associate,109017,1,RENT,20000,PERSONAL,11.01,0.18,639,Yes,0
23,male,High School,94566,1,RENT,20000,HOMEIMPROVEMENT,18.25,0.21,611,No,1
24,female,Bachelor,109178,1,RENT,20000,DEBTCONSOLIDATION,6.54,0.18,630,No,0
23,male,Master,108836,0,RENT,20000,MEDICAL,11.49,0.18,560,Yes,0
26,male,Master,109089,5,RENT,20000,MEDICAL,11.49,0.18,537,Yes,0
23,male,Master,109061,0,RENT,20000,DEBTCONSOLIDATION,13.57,0.18,657,Yes,0
25,male,High School,110319,1,RENT,20000,EDUCATION,14.35,0.18,572,Yes,0
22,female,Bachelor,111365,1,RENT,20000,VENTURE,15.65,0.18,649,No,0
25,male,Associate,111834,1,RENT,20000,MEDICAL,9.25,0.18,606,Yes,0
26,female,Bachelor,113057,0,RENT,20000,DEBTCONSOLIDATION,9.45,0.18,606,Yes,0
22,male,Associate,114267,0,RENT,20000,PERSONAL,11.01,0.18,602,Yes,0
23,male,Bachelor,100420,4,RENT,20000,DEBTCONSOLIDATION,11.01,0.2,571,No,1
23,male,High School,115130,4,RENT,20000,EDUCATION,10.99,0.17,701,No,0
24,female,Bachelor,114976,3,RENT,20000,HOMEIMPROVEMENT,11.01,0.17,665,No,0
23,female,Bachelor,116295,0,RENT,20000,MEDICAL,13.04,0.17,643,Yes,0
22,female,Associate,103798,0,RENT,20000,VENTURE,15.65,0.19,645,No,1
22,female,Bachelor,118565,0,RENT,20000,EDUCATION,11.83,0.17,575,Yes,0
23,male,Associate,120368,0,RENT,20000,EDUCATION,15.28,0.17,569,Yes,0
24,female,Master,120691,2,RENT,20000,HOMEIMPROVEMENT,14.22,0.17,664,No,0
25,female,High School,106741,1,RENT,20000,HOMEIMPROVEMENT,16.35,0.19,650,No,1
25,female,High School,121016,0,RENT,20000,HOMEIMPROVEMENT,13.06,0.17,672,No,0
25,male,Bachelor,120866,1,RENT,20000,HOMEIMPROVEMENT,13.06,0.17,563,Yes,0
22,male,High School,90648,0,RENT,20000,MEDICAL,14.96,0.22,653,No,1
23,male,Associate,90887,2,RENT,20000,MEDICAL,17.04,0.22,685,No,1
22,male,Bachelor,121236,0,RENT,20000,PERSONAL,12.21,0.16,580,Yes,0
26,male,Bachelor,125803,6,RENT,20000,DEBTCONSOLIDATION,10.74,0.16,636,Yes,0
23,female,Associate,112700,0,RENT,20000,PERSONAL,13.22,0.18,559,No,1
23,female,Bachelor,114961,1,RENT,20000,DEBTCONSOLIDATION,14.59,0.17,654,No,1
25,male,Associate,130715,5,RENT,20000,HOMEIMPROVEMENT,11.01,0.15,632,No,0
25,male,Bachelor,117215,2,RENT,20000,PERSONAL,11.01,0.17,672,No,1
